Date,ES,6E,6M,ZN,ZC,GC,SR3
2019-07-16,201909,201909,201909,201909,201912,201908,202012
2019-07-17,201909,201909,201909,201909,201912,201908,202103
2019-07-18,201909,201909,201909,201909,201912,201908,202103
2019-07-19,201909,201909,201909,201909,201912,201908,202103
2019-07-22,201909,201909,201909,201909,201912,201908,202103
2019-07-23,201909,201909,201909,201909,201912,201908,202103
2019-07-24,201909,201909,201909,201909,201912,201908,202103
2019-07-25,201909,201909,201909,201909,201912,201908,202103
2019-07-26,201909,201909,201909,201909,201912,201908,202103
2019-07-29,201909,201909,201909,201909,201912,201908,202103
2019-07-30,201909,201909,201909,201909,201912,201912,202103
2019-07-31,201909,201909,201909,201909,201912,201912,202103
2019-08-01,201909,201909,201909,201909,201912,201912,202103
2019-08-02,201909,201909,201909,201909,201912,201912,202103
2019-08-05,201909,201909,201909,201909,201912,201912,202103
2019-08-06,201909,201909,201909,201909,201912,201912,202103
2019-08-07,201909,201909,201909,201909,201912,201912,202103
2019-08-08,201909,201909,201909,201909,201912,201912,202103
2019-08-09,201909,201909,201909,201909,201912,201912,202103
2019-08-12,201909,201909,201909,201909,201912,201912,202103
2019-08-13,201909,201909,201909,201909,201912,201912,202103
2019-08-14,201909,201909,201909,201909,201912,201912,202103
2019-08-15,201909,201909,201909,201909,201912,201912,202103
2019-08-16,201909,201909,201909,201909,201912,201912,202103
2019-08-19,201909,201909,201909,201909,201912,201912,202103
2019-08-20,201909,201909,201909,201909,201912,201912,202103
2019-08-21,201909,201909,201909,201909,201912,201912,202103
2019-08-22,201909,201909,201909,201909,201912,201912,202103
2019-08-23,201909,201909,201909,201909,201912,201912,202103
2019-08-26,201909,201909,201909,201909,201912,201912,202103
2019-08-27,201909,201909,201909,201909,201912,201912,202103
2019-08-28,201909,201909,201909,201909,201912,201912,202103
2019-08-29,201909,201909,201909,201912,201912,201912,202103
2019-08-30,201909,201909,201909,201912,201912,201912,202103
2019-09-03,201909,201909,201909,201912,201912,201912,202103
2019-09-04,201909,201909,201909,201912,201912,201912,202103
2019-09-05,201909,201909,201909,201912,201912,201912,202103
2019-09-06,201909,201909,201909,201912,201912,201912,202103
2019-09-09,201909,201909,201909,201912,201912,201912,202103
2019-09-10,201909,201909,201909,201912,201912,201912,202103
2019-09-11,201909,201909,201909,201912,201912,201912,202103
2019-09-12,201909,201909,201909,201912,201912,201912,202103
2019-09-13,201912,201912,201912,201912,201912,201912,202103
2019-09-16,201912,201912,201912,201912,201912,201912,202103
2019-09-17,201912,201912,201912,201912,201912,201912,202103
2019-09-18,201912,201912,201912,201912,201912,201912,202103
2019-09-19,201912,201912,201912,201912,201912,201912,202103
2019-09-20,201912,201912,201912,201912,201912,201912,202103
2019-09-23,201912,201912,201912,201912,201912,201912,202103
2019-09-24,201912,201912,201912,201912,201912,201912,202103
2019-09-25,201912,201912,201912,201912,201912,201912,202103
2019-09-26,201912,201912,201912,201912,201912,201912,202103
2019-09-27,201912,201912,201912,201912,201912,201912,202103
2019-09-30,201912,201912,201912,201912,201912,201912,202103
2019-10-01,201912,201912,201912,201912,201912,201912,202106
2019-10-02,201912,201912,201912,201912,201912,201912,202106
2019-10-03,201912,201912,201912,201912,201912,201912,202106
2019-10-04,201912,201912,201912,201912,201912,201912,202106
2019-10-07,201912,201912,201912,201912,201912,201912,202106
2019-10-08,201912,201912,201912,201912,201912,201912,202106
2019-10-09,201912,201912,201912,201912,201912,201912,202106
2019-10-10,201912,201912,201912,201912,201912,201912,202106
2019-10-11,201912,201912,201912,201912,201912,201912,202106
2019-10-14,201912,201912,201912,201912,201912,201912,202106
2019-10-15,201912,201912,201912,201912,201912,201912,202106
2019-10-16,201912,201912,201912,201912,202012,201912,202106
2019-10-17,201912,201912,201912,201912,202012,201912,202106
2019-10-18,201912,201912,201912,201912,202012,201912,202106
2019-10-21,201912,201912,201912,201912,202012,201912,202106
2019-10-22,201912,201912,201912,201912,202012,201912,202106
2019-10-23,201912,201912,201912,201912,202012,201912,202106
2019-10-24,201912,201912,201912,201912,202012,201912,202106
2019-10-25,201912,201912,201912,201912,202012,201912,202106
2019-10-28,201912,201912,201912,201912,202012,201912,202106
2019-10-29,201912,201912,201912,201912,202012,201912,202106
2019-10-30,201912,201912,201912,201912,202012,201912,202106
2019-10-31,201912,201912,201912,201912,202012,201912,202106
2019-11-01,201912,201912,201912,201912,202012,201912,202106
2019-11-04,201912,201912,201912,201912,202012,201912,202106
2019-11-05,201912,201912,201912,201912,202012,201912,202109
2019-11-06,201912,201912,201912,201912,202012,201912,202109
2019-11-07,201912,201912,201912,201912,202012,201912,202109
2019-11-08,201912,201912,201912,201912,202012,201912,202109
2019-11-11,201912,201912,201912,201912,202012,201912,202109
2019-11-12,201912,201912,201912,201912,202012,201912,202109
2019-11-13,201912,201912,201912,201912,202012,201912,202109
2019-11-14,201912,201912,201912,201912,202012,201912,202109
2019-11-15,201912,201912,201912,201912,202012,201912,202109
2019-11-18,201912,201912,201912,201912,202012,201912,202109
2019-11-19,201912,201912,201912,201912,202012,201912,202109
2019-11-20,201912,201912,201912,201912,202012,201912,202109
2019-11-21,201912,201912,201912,201912,202012,201912,202109
2019-11-22,201912,201912,201912,201912,202012,201912,202109
2019-11-25,201912,201912,201912,201912,202012,201912,202109
2019-11-26,201912,201912,201912,201912,202012,201912,202109
2019-11-27,201912,201912,201912,202003,202012,202002,202109
2019-11-29,201912,201912,201912,202003,202012,202002,202109
2019-12-02,201912,201912,201912,202003,202012,202002,202109
2019-12-03,201912,201912,201912,202003,202012,202002,202109
2019-12-04,201912,201912,201912,202003,202012,202002,202109
2019-12-05,201912,201912,201912,202003,202012,202002,202109
2019-12-06,201912,201912,201912,202003,202012,202002,202109
2019-12-09,201912,201912,201912,202003,202012,202002,202109
2019-12-10,201912,201912,201912,202003,202012,202002,202109
2019-12-11,201912,201912,201912,202003,202012,202002,202109
2019-12-12,201912,201912,201912,202003,202012,202002,202109
2019-12-13,202003,202003,202003,202003,202012,202002,202109
2019-12-16,202003,202003,202003,202003,202012,202002,202109
2019-12-17,202003,202003,202003,202003,202012,202002,202109
2019-12-18,202003,202003,202003,202003,202012,202002,202109
2019-12-19,202003,202003,202003,202003,202012,202002,202109
2019-12-20,202003,202003,202003,202003,202012,202002,202109
2019-12-23,202003,202003,202003,202003,202012,202002,202109
2019-12-24,202003,202003,202003,202003,202012,202002,202109
2019-12-26,202003,202003,202003,202003,202012,202002,202109
2019-12-27,202003,202003,202003,202003,202012,202002,202109
2019-12-30,202003,202003,202003,202003,202012,202002,202109
2019-12-31,202003,202003,202003,202003,202012,202002,202109
2020-01-02,202003,202003,202003,202003,202012,202002,202109
2020-01-03,202003,202003,202003,202003,202012,202002,202109
2020-01-06,202003,202003,202003,202003,202012,202002,202109
2020-01-07,202003,202003,202003,202003,202012,202002,202109
2020-01-08,202003,202003,202003,202003,202012,202002,202109
2020-01-09,202003,202003,202003,202003,202012,202002,202109
2020-01-10,202003,202003,202003,202003,202012,202002,202109
2020-01-13,202003,202003,202003,202003,202012,202002,202109
2020-01-14,202003,202003,202003,202003,202012,202002,202109
2020-01-15,202003,202003,202003,202003,202012,202002,202109
